destination,rating,rating,text,time
The Taaras Beach & Spa Resort,5/5,,"Honestly if you're thinking about it, just book it! Such a beautiful hotel, amazing views, great food and brilliant staff. Everyone was so friendly and helpful, Especially Hamdan, he was always checking in to make sure we was ok and if there was anything we needed. Thanks again for a brilliant stay. I will be back!",2026-08-27T23:59:59.999Z
The Taaras Beach & Spa Resort,,5.0,"Magnifica esperienza, isola spettacolare con ottima ospitalità. Il Resort è un po datato ma offre quella familiarità che spesso si perde in strutture nuove. Bella la filosofia dietro alla preservazione dell’isola.",2026-08-27T13:40:09.073Z
The Taaras Beach & Spa Resort,4/5,,"Il taaras si trova in una baia incantevole, acqua cristallina e sabbia bianca dove è facile incontrare pesci colorati tartarughe e piccoli squali innocui. Per il resto la struttura è bella ma a mio avviso non all'altezza di un 5 stelle. La cucina è si ampia, ma non così internazionale come dicono.i sapori sono prevalentemente asiatici. Il personale è molto cordiale e gentile, i bungalow in legno sono molto belli. Tra le varie attività organizzano le escursioni li davanti alla spiaggia, che sinceramente sono facilmente raggiungibili in autonomia con una canoa a costo zero. La sera non c'è molto movimento, un pò di musica live che però termina presto. Nel complesso un bellissimo posto che però si fa pagare e non poco.",2026-08-26T23:59:59.999Z
Perhentian Island Resort,,5.0,"Ho trascorso una settimana in questo paradiso terrestre e ci ho lasciato il cuore veramente. Partiamo dall’aspetto principale della struttura: LA POSIZIONE! Il PIR, credetemi, si adagia sulla spiaggia più bella delle Perhentian! Sabbia corallina, accecante! Un mare, io che ci sn stato lo confermo, che nulla ha da invidiare alle Maldive! Se venite qui non avete bisogno di escursioni! Il mare di fronte a voi vi regalerà uscite di snorkelling per vedere tartarughe, squaletti pinna nera, mante grigie, pesci pagliaccio…e, se siete particolarmente fortunati come lo sono stato io, il pesce Napoleone!
La colazione è asiatica e occidentale con una stazione per le uova. Consiglio di valutarla. Il ristorante sono molto lenti. Io ho sempre preso o riso o carne: si sa noi italiani siamo un po’ complicati! Non c’è alcuna possibilità di alcol! Se siete in astinenza andate a quelli vicini: al PIR nessuna chance. Le camere sono comode e spaziose. L’AC funziona bene. Le pulizie sono scarse e nn c’è acqua calda…ma nn è mai stato un problema! Il WiFi funziona solo alla reception e male: se dovete aggiornare il OS o grandi GB andate al mattino presto e/o la sera tardi…
Certo…un po’ di adattamento in valigia con te devi portarlo ma questo mare dí ricompenserà con gli interessi!
Escursioni consiglio Redang: è sì la più costosa ma Redang vale la pena credetemi!
Kecil: andate una sera alla sua gemellina su long beach. Sedetevi su uno dei tanti locali e scegliete il pesce che volete mangiare. Poi andate a vedervi lo spettacolo del fuoco!

Mi manca!!!!",2026-07-28T03:49:16.851Z
Perhentian Island Resort,,4.0,,2026-07-28T01:32:06.801Z
Perhentian Island Resort,1/5,,"Chambre sale ( telecde clim couverte de marques de doigts, draps grisâtres et mal odorants dito les serviettes usagers, on ne voit plus à travers le parement verre de la douche, blattes dans la douche, abattant de wc non stable, rat aperçu sur les charpentes de l’espace restauration, restaurant pas terrible du tout, personnel plus intéressé par leur smartphone que par leur boulot, espace à potentiel mais pas d’entretien. La plage est bien et la mer est chaude et turquoise mais passer votre chemin.",2026-07-25T23:59:59.999Z
Perhentian Island Resort,,2.0,"Incredible potential - very disappointing execution. If I start with the positives, the resort is situated on an incredible beach, crystal clear sea with a simple water taxi system that can take you to a number of other beautiful locations around the island. The resort itself would be best described as neglected. Full of promise and really disappointing delivery as the rooms are less than clean, with very dated bathrooms and evidence of bed bugs that had once infested the room. The rooms are very close to the beach, making the views from the balcony a bit of a bonus. The facilities in the resort were pretty rubbish to be honest, a dirty unused pool, empty games room, one set of badminton rackets for the entire hotel to share, a karaoke room that you can pay extra to use, absolutely no daytime/evening entertainment and breakfast/dinner service that was quite shocking. I wouldn’t mind having limited service but the resort advertises WiFi, then informs you on arrival that it is only available in reception - a place you probably want to avoid as much as possible. One of the reasons to travel to SE Asia is for the food, then you are met with a cold, stale selection of buffet food. The BBQ buffet somehow doubles the price of the service whilst serving much of the same food but warmed on the grill before service. I think the lowlight of the resort however has to be the service from the reception team. The ladies appeared frankly irritated during any interaction and would best be described as less than welcoming. The laundry service was not running due to “bad water”, despite it being promoted on the room information - not sure if this was a short term or long term issue they were having.

I was unfortunate enough to suffer from a series of lacerations on my hand from a quite bizarre needlefish attack, this led to significant bleeding. The receptionists were completely uninterested in helping me, nor did they demonstrate any empathy as I bled out in reception. I was lucky enough that a paramedic guest was checking in at that time and assisted me. Bizarrely, the receptionists weren’t even enthusiastic about having the blood cleaned from the floor and it dried/remained there for the final day of our stay. Their service peaked when they asked us to return the spare roll of toilet paper that we had been using to help clean up some of the spilled blood - there is no telling what they would have wanted to do with it had we obliged, which we did not.

It is hard to describe why, but the resort feels overstaffed without ever having anyone available that can help you with any of your needs. I am yet to work out why staff were distributed in a way that felt as though they were able to enjoy each others company as opposed to meeting the needs of guests. One man in the only functioning coffee shop battled away as three members of staff sat in the other cafe unable to serve due to a lack of beans. The collection of slackers appeared offended when I proposed that one of them perhaps join him in his struggle or fetch some of his beans (I even offered to undertake this 5 minute walk for them) so they might be able to serve to share the burden - their response made me feel stupid for thinking out loud.

To summarise, if spending time on a beautiful beach supplemented by poorly maintained facilities, limited selection of gross food and staff that don’t care about you is not your thing, give this place a miss!",2026-07-25T13:05:55.303Z
Perhentian Island Resort,,1.0,"Par où commencer….
Nous avons été placé dans la chambre 228 qui était séparée et mitoyenne avec la chambre 227. Les murs étaient tellement fins que l’on était ravis d’entendre toutes les joies et peines de la famille d’à côté… Mais le principal problème est l’entretien du bungalow. Entre les tâches d’humidité, l’odeur des canalisations dans la salle de bains, l’eau jaunâtre qui sort du robinet et de la douche, les infestations de termites, etc., on sent que le principal but des gérants n’est pas de faire passer un bon séjour aux voyageurs. Alors oui le ménage est effectué (rapidement) tout les jours et l’équipe essaye de régler les problèmes mais je pense que la priorité est à mettre dans un petit coup de neuf. Le petit déjeuner est ok sans plus, le resort est équipé de certains services agréables, mais le véritable point fort est la localisation. Il est situé sur la plus belles plage de l’île où l’on peut croiser requins, raies et tortues à 5 mètres du rivage. Mais je pense que la gérance se base uniquement là dessus pour faire valoir des prix aussi élevés car l’hôtel en lui-même ne les mérite vraiment pas! En résumé, je ne sais pas si je peux vous conseiller ce logement car je pense que cela est plus agréable et pourrait revenir moins cher de loger ailleurs sur l’île et de profiter de leur plage en prenant des bateaux taxis.",2026-07-24T10:50:19.811Z
Perhentian Island Resort,,4.0,"Don’t expect much luxury. The rooms are old, but fine if your expectations are low. There is a nice swimming area and the beaches are stunning.",2026-07-21T02:42:31.701Z
Perhentian Island Resort,,1.0,"La ubicación es espectacular, pero es lo único que se salva. El estado del resort y el nivel de mantenimiento son, sencillamente, inaceptables. Este es, de largo, el peor sitio donde me he alojado, y he viajado bastante.

Para empezar, la limpieza es totalmente inexistente. Durante toda la estancia (seis días) se limitaron a cambiar las toallas y a poner botellas de agua. No limpiaron la habitación ni el cuarto de baño, ni cambiaron las sábanas. Un día olvidaron reponer el papel higiénico (tuve que ir a pedirlo a recepción); otro, vaciar la papelera y un tercer día, directamente no pasaron a ""limpiar"" la habitación: tuvimos que reclamarlo también.

Las instalaciones están muy deterioradas. El mobiliario es viejo, desgastado y sucio, los cristales están llenos de suciedad, la ducha necesita una renovación urgente y varios elementos de la habitación no funcionan correctamente. Además, carece de lo más básico: no hay armario ni cajones donde guardar la ropa. Por otro lado, nos encontramos dos cucarachas en el cuarto de baño. Que esto ocurra en un alojamiento que cobra estos precios es sencillamente inaceptable.

Respecto a la comida del restaurante, es cara y de bajísima calidad. El desayuno, además de escaso, ofrece una variedad mínima y todos los productos están destapados, en un sitio donde moscas y mosquitos campan a sus anchas.

Es una pena que un lugar con una ubicación tan privilegiada esté tan mal gestionado. A mí no me quedó más remedio que hacer la reserva en este sitio porque, por circunstancias, miré los alojamientos tarde y solo quedaba una habitación en este. Por eso, recomiendo encarecidamente a quien tenga pensado pasar unos días en Perhentian que reserve con mucha antelación para que no le ocurra lo mismo que a nosotr@s. Sería una lástima que lo que puede ser una  experiencia inolvidable en unas playas paradisíacas se convierta en inolvidable por motivos muy distintos.",2026-07-21T02:29:51.165Z
